#,Timestamp,IBI,GT STRESS,LOOSENESS,REMOVED,MOBILITY,REMOVED
1,1587639540000,718.2864406779661,0,23479.46559014004,0,0.9773444698178643,0
2,1587639480000,699.2077051926298,0,80597.85784075058,0,3.2224927648106862,1
3,1587639420000,746.519071310116,0,49510.64327149829,0,2.7000081017459636,0
4,1587639360000,846.6033898305085,0,25265.119867002835,0,1.8476605316452082,0
5,1587639300000,789.7943143812709,0,36431.387070669385,0,1.2505374311237747,0
6,1587639240000,802.4494195688226,0,44006.38110426483,0,1.0818080649225505,0
7,1587639180000,792.7169491525424,0,47327.03357611105,0,0.9629082774401719,0
8,1587639120000,836.7035175879397,0,37625.75125699093,0,0.9213893712849525,0
9,1587639060000,736.3747927031509,0,58156.46406496832,0,2.1336512469832005,0
10,1587639000000,794.6101694915254,0,92085.58085068924,0,3.388709275343379,1
11,1587638940000,737.6365159128978,0,147288.45980289349,1,1.9509066631328302,0
12,1587638880000,763.0827814569536,0,126139.80731033788,1,2.4372401959474743,0
13,1587638820000,709.7118644067797,0,77669.08592305676,0,1.5263883457925689,0
14,1587638760000,707.3523489932886,0,150498.00593731657,1,2.188086171222973,0
15,1587638700000,667.0563847429519,0,113984.8102093903,1,2.3448381379396808,0
16,1587638640000,682.9406779661017,0,52289.45273335897,0,2.522952928589726,1
17,1587638580000,688.561872909699,0,117167.51476206411,1,2.815289324547196,1
18,1587638520000,701.9966832504145,0,33221.47988609274,0,0.605702623324532,0
19,1587638460000,832.8237288135593,0,40447.61692773569,0,2.0748678329082044,0
20,1587638400000,686.8244147157191,0,70684.68944639324,0,2.5073314138723615,1
21,1587638340000,667.2691029900333,0,22674.24098869532,0,1.2738932701780836,0
22,1587638280000,731.6559322033899,0,81554.24248341935,0,1.8674199871337986,0
23,1587638220000,670.1538461538462,0,72673.3292781787,0,1.362319728507322,0
24,1587638160000,702.9469320066335,0,66962.67533196181,0,1.2093212171528054,0
25,1587638100000,737.5677966101695,0,75910.05079936284,0,1.123963540864543,0
26,1587638040000,720.819397993311,0,119894.74051373923,1,3.003490973698968,0
27,1587637980000,772.7508305647841,0,161979.24145311085,1,4.543003678686338,1
28,1587637920000,560.2949852507375,0,598775.0124817921,1,1.3357275109209485,0
29,1587637860000,496.0,0,138.6017115381015,0,0.14972904518261268,0
30,1587637800000,496.0,0,147.11724034614795,0,0.15394234949174398,0
31,1587643140000,713.0625,0,508849.5588913325,1,3.1954440831135464,1
32,1587642900000,783.0882352941177,0,297804.2649322337,1,1.4170451565758129,0
33,1587642840000,788.7121212121212,0,70584.07837468642,0,2.914308637119957,1
34,1587642780000,752.0727580372251,0,112648.54702416096,1,0.9327366295949546,0
35,1587642720000,705.8016666666666,0,18830.739652599168,0,0.4410131522565843,0
36,1587642660000,714.0604026845638,0,33141.527821995915,0,0.3351130061696758,0
37,1587642600000,717.6457627118644,0,17857.24257919283,0,0.2731845505816631,0
38,1587642540000,755.0566666666666,0,8363.116816805628,0,0.2467214122031808,0
39,1587642480000,668.2218487394958,0,22583.657526813982,0,0.5714709238021695,0
40,1587642420000,695.7817258883249,0,16117.760185815903,0,0.39376360367077495,0
41,1587642360000,717.9483333333334,0,9375.346857541135,0,0.48864099454747406,0
42,1587642300000,687.6879194630873,0,12721.959076008445,0,0.6436073511764844,0
43,1587642240000,680.9541595925297,0,13225.880675202927,0,0.4853350317581602,0
44,1587642180000,679.04,0,25979.058375381912,0,0.36522440798213657,0
45,1587642120000,666.7193277310924,0,7539.122245912568,0,0.383347335947892,0
46,1587642060000,698.5627118644068,0,26020.15422764386,0,0.26080703517991294,0
47,1587642000000,746.1231281198003,0,45099.09164926478,0,0.27478163606682915,0
48,1587641940000,690.2986577181208,0,15227.390834305086,0,0.9998562215184216,0
49,1587641880000,703.2830508474576,0,16867.988912788453,0,0.25991145964535406,0
50,1587641820000,671.485856905158,0,22113.67302069334,0,0.44059826399668794,0
51,1587641760000,705.3327731092437,0,26698.27424680504,0,0.4152444306908513,0
52,1587641700000,708.0440677966102,0,5033.880564565184,0,0.23210774858241154,0
53,1587641640000,763.1164725457571,0,39500.51019898137,0,0.39225206764483805,0
54,1587641580000,699.3966386554622,0,47732.8354676402,0,0.7541309677683762,0
55,1587641520000,764.264406779661,0,18713.941188187917,0,0.2471787987925348,0
56,1587641460000,742.4225589225589,0,25774.152684818873,0,0.32113694735172893,0
57,1587641400000,707.7266666666667,0,13277.449506479368,0,0.18301388291162402,0
58,1587645600000,669.6269841269841,0,315396.2251990209,1,2.2529731589278588,0
